0.8 1
0.4 1
0.9 1
0.5 1
0.3 1
0.5 1
50
9916379 1 2020 7 24 1 1 4 6 2 5
9916380 1 2020 7 24 1 0 2 1 0 1
9916381 1 2020 7 24 2 0 1 0 0 4
9916383 0 2020 7 24 2 1 13 18 4 30
9916384 1 2020 7 24 2 0 1 0 1 0
9916385 1 2020 7 24 2 0 2 0 1 1
9916386 1 2020 7 24 3 0 2 1 2 7
9916387 1 2020 7 24 3 0 1 0 0 4
9916388 1 2020 7 24 4 0 24 37 11 104
9916389 1 2020 7 24 4 1 4 3 0 9
9916390 1 2020 7 24 4 0 4 2 1 15
9916391 0 2020 7 24 4 0 5 1 3 7
9916392 0 2020 7 24 7 1 6 17 1 20
9916400 1 2020 7 24 9 1 2 1 1 6
9916401 1 2020 7 24 9 1 15 33 9 43
9916403 1 2020 7 24 9 1 3 3 2 4
9916404 1 2020 7 24 9 1 5 4 0 7
9916407 0 2020 7 24 10 1 7 10 1 13
9916408 1 2020 7 24 10 1 3 2 2 2
9916409 1 2020 7 24 10 0 26 41 6 111
9916410 1 2020 7 24 10 0 2 1 0 3
9916413 1 2020 7 24 11 0 2 1 0 6
9916414 1 2020 7 24 11 0 2 0 0 2
9916415 0 2020 7 24 10 1 15 30 13 57
9916416 1 2020 7 24 11 1 12 12 1 35
9916417 1 2020 7 24 11 1 3 3 3 2
9916418 1 2020 7 24 11 0 2 0 1 0
9916419 0 2020 7 24 12 1 18 15 4 67
9916420 1 2020 7 24 12 0 2 0 1 0
9916421 1 2020 7 24 11 0 3 1 0 6
9916422 1 2020 7 24 12 0 3 2 0 14
9916423 1 2020 7 24 12 1 4 3 0 8
9916424 0 2020 7 24 13 0 17 11 2 42
9916425 1 2020 7 24 13 1 4 3 0 5
9916426 1 2020 7 24 13 1 4 2 0 4
9916428 1 2020 7 24 13 0 3 2 2 3
9916429 0 2020 7 24 14 0 16 12 1 26
9916430 0 2020 7 24 14 0 10 7 5 11
9916432 1 2020 7 24 14 0 2 0 1 0
9916434 1 2020 7 24 14 1 5 1 1 4
9916435 1 2020 7 24 14 0 3 1 1 3
9916438 1 2020 7 24 15 1 8 6 1 26
9916440 1 2020 7 24 15 1 5 1 0 4
9916442 1 2020 7 24 16 1 2 1 1 4
9916443 0 2020 7 24 16 1 14 23 1 69
9916445 1 2020 7 24 16 1 3 2 2 4
9916446 0 2020 7 24 17 1 48 69 11 274
9916447 0 2020 7 24 18 1 21 27 2 94
9916448 0 2020 7 24 18 0 4 2 0 10
9916449 1 2020 7 24 18 0 2 0 1 5
